Title,Director,Cast,Year,Language,url,Producer,Genre,production,music,ref
Gaali Gopura,B. R. Panthulu,"Rajkumar, Kalyan Kumar, Narasimharaju, Leelavathi",1962,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1962,B. R. Panthulu,,,T. G. Lingappa,
Karuneye Kutumbada Kannu,T. V. Singh,"Rajkumar, Rajaashankar, Leelavathi",1962,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1962,A. C. Narasimha,,,G. K. Venkatesh,
Mahathma Kabir,P. Srinivas,"Rajkumar, Krishnakumari, Paapamma",1962,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1962,T. N. Reddy,,,G. K. Venkatesh,
Rathna Manjari,Hunsur Krishnamurthy,"Udaya Kumar, K. S. Ashwath, Sriranga",1962,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1962,Hunsur Krishnamurthy,,,Rajan-Nagendra,
Sri Dharmasthala Mahathme,D. Shankar Singh,"H. T. Aras, Dikki Madhava Rao, Ramachandra Sastry",1962,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1962,D. Shankar Singh,,,M. Venkataraju,
Swarna Gowri,Y. R. Swamy,"Rajkumar, Satyanarayana, Rajasree",1962,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1962,D. R. Naidu,,,M. Venkataraju,
Thayi Karulu,G. V. Iyer,"Kalyan Kumar, Udaya Kumar, M. V. Rajamma",1962,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1962,G. V. Iyer,,,G. K. Venkatesh,
Thejaswini,H. L. N. Simha,"Rajkumar, Rajaashankar, Pandari Bai",1962,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1962,Pandari Bai,,,M. Venkataraju,
Vidhi Vilasa,S. V. Mahesh,"Rajkumar, Leelavathi, Udaya Kumar",1962,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1962,N. N. Murugayyan,,,T. Padman,
Ananda Bashpa,R. Nagendra Rao,"R. N. Sudarshan, K. S. Ashwath, R. Nagendra Rao",1963,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1963,R. Nagendra Rao,,,G. K. Venkatesh,
Bevu Bella,C. P. Jambulingam,"Rajaashankar, Leelavathi, H. R. Shastry",1963,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1963,T. S. Gopalakrishna,,,P. S. Diwakar,
Bangari,G. V. Iyer,"Kalyan Kumar, Vandana, K. S. Ashwath",1963,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1963,G. V. Iyer,,,G. K. Venkatesh,
Chandra Kumaara,N. S. Verma,"Rajkumar, Udaya Kumar, G. V. Iyer",1963,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1963,T. Madaar,,,G. K. Venkatesh,
Gowri,S.K.A,"Rajkumar, Sowkar Janaki, Bhagwan",1963,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1963,K. Narayan Rao,,,G. K. Venkatesh,
Jenu Goodu,Y. R. Swamy,"K. S. Ashwath, G. V. Shivraj, Jayanthi, Pandari Bai",1963,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1963,T. Vasanna,,,Vijaya Krishnamurthy,
Jeevana Tharanga,Bangaararaju,"Rajkumar, Leelavathi, K. S. Ashwath",1963,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1963,D. R. Naidu,,,M. Venkataraju,
Kalitharu Henne,N. C. Rajan,"Rajkumar, Leelavathi, Advani Lakshmi Devi",1963,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1963,Balakrishna,,,G. K. Venkatesh,
Kanyarathna,J. D. Thotaan,"Rajkumar, Leelavathi, Raja Shankar",1963,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1963,D. B. Naraayan,,,G. K. Venkatesh,
Kulavadhu,T. V. Singh,"Rajkumar, Leelavathi, K. S. Ashwath",1963,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1963,A. C. Narasimha,,,G. K. Venkatesh,
Lawyer Magalu,G. V. Iyer,"Kalyan Kumar, Udaya Kumar, Vandana",1963,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1963,G. V. Iyer,,,G. K. Venkatesh,
Malli Maduve,G. R. Naadan,"Rajkumar, Leelavathi, Udaya Kumar",1963,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1963,Jupiter Pictures Ltd,,,G. K. Venkatesh,
Mana Mecchida Madadi,K. R. Seetharama Sastry,"Rajkumar, Leelavathi, Udaya Kumar",1963,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1963,N. B. Vatsalan,,,Vijaya Bhaskar,
Nanda Deepa,M. R. Vittal,"Rajkumar, Udaya Kumar, Harini",1963,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1963,Vadiraj-Jawahar,,,M. Venkataraju,
Paalige Bandadde Panchamrutha,M. B. Ganesh,"Dikki Madhava Rao, Pratimadevi, Saraswathi",1963,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1963,K. Krishnaswamy,,,A. R. K. Swamy,
Saaku Magalu,B. R. Panthulu,"Rajkumar, Rajaashankar, Sowkar Janaki, Kalpana",1963,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1963,B. R. Panthulu,,,T. G. Lingappa,
Santha Thukaram,Sundarrao Nadkarni,"Rajkumar, Udaya Kumar, Rajashree",1963,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1963,B. Radhakrishna,,,Vijaya Bhaskar,
Sathi Shakthi,Kanagaal Prabhakara Shastry,"Rajkumar, M. V. Rajamma, Sahukar Janaki",1963,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1963,Kanagaal Prabhakara Shastry,,,T. G. Lingappa,
Sri Ramanjaneya Yuddha,M. S. Nayak,"Rajkumar, Udaya Kumar, Jayanti",1963,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1963,Amritkala,,,Satyam,
Valmiki,C. S. Rao,"Rajkumar, Leelavathi, Narasimharaju",1963,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1963,S. K. Habeebulla,,,Ghantasala,
Veera Kesari,B. Vittalacharya,"Rajkumar, Leelavathi, M. N. Lakshmi Devi",1963,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1963,Sundarlal Nahata,,,Ghantasala,
Amarashilpi Jakanachari,B. S. Ranga,"Kalyan Kumar, Rajaashankar, B. Saroja Devi",1964,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1964,B. S. Ranga,,,S. Rajeswara Rao,
Annapoorna,Aaruru Pattabhi,"K. S. Ashwath, Pandari Bai, Rajkumar, Mynavathi",1964,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1964,Pandari Bai,,,Rajan–Nagendra,
Chandavalliya Thota,T. V. Singh,"Rajkumar, Jayanthi, Udaya Kumar",1964,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1964,T. N. Srinivasan,,,T. G. Lingappa,
Chinnada Gombe,B. R. Panthulu,"B. R. Panthulu, M. V. Rajamma, Kalyan Kumar",1964,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1964,B. R. Panthulu,,,T. G. Lingappa,
Kalaavati,T. V. Singh,"Udaya Kumar, G. V. Latha, Advani Lakshmi Devi",1964,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1964,A. C. Narsimha Murthy,,,G. K. Venkatesh,
Kavaleredu Kulavandu,T. V. Singh,"Udaya Kumar, Ramesh, Jayanthi",1964,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1964,A. C. Narasimha,,,G. K. Venkatesh,
Mane Aliya,S. K. A. Chari,"Kalyan Kumar, Jayalalithaa, Narasimaraju",1964,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1964,A. V. Subba Rao,,,T. Chalapathi Rao,
Mangala Muhurta,M. R. Vittal,"Rajaashankar, K. S. Ashwath, Harini",1964,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1964,U. Subba Rao,,,Rajan–Nagendra,
Muriyada Mane,Y. R. Swamy,"Rajkumar, Jayanthi, Indrani",1964,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1964,G. H. Veeranna,,,Vijaya,
Naandi,N. Lakshminarayan,"Rajkumar, Harini, Kalpana",1964,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1964,Vadiraj-Jawahar,,,Vijaya Bhaskar,
Navajeevana,T. V. Singh,"K. S. Ashwath, Sudarshan, Narasimharaju",1964,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1964,Vadiraj-Jawahar,,,Rajan–Nagendra,
Navakoti Narayana,S. K. A. Chari,"Rajkumar, Sowkar Janaki, Ramachandra Shastry",1964,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1964,D. R. Naidu,,,Shivaprasad,
Pathiye Daiva,R. Nagendra Rao,"R. Nagendra Rao, R. N. Sudarshan, Kalpana",1964,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1964,R. Nagendra Rao,,,Vijaya Bhaskar,
Post Master,G. V. Iyer,"B. M. Venkatesh, G. V. Shivaraj, Vandana",1964,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1964,G. V. Iyer,,,Vijaya Bhaskar,
Prathigne,B. S. Ranga,"Rajkumar, K. S. Ashwath, Jayanthi",1964,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1964,B. S. Ranga,,,S. Hanumantha,
Shivagange Mahathme,Govindayya,"Rajkumar, Udaya Kumar, Balakrishna",1964,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1964,J. C. Thimmarayappa,,,G. K. Raghu,
Shivarathri Mahathme,P. R. Kaundinya,"Rajkumar, Leelavathi, K. S. Ashwath",1964,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1964,S. S. Raju,,,Shivaprasad,
Thumbida Koda,N. C. Rajan,"K. S. Ashwath, Leelavathi, Jayanthi",1964,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1964,G. K. Venkatesh,,,G. K. Venkatesh,
Veera Sankalpa,Hunsur Krishnamurthy,"Hunsur Krishnamurthy, M. S. Acharya, B. M. Venkatesh",1964,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1964,Hunusur Krishnamurthy,,,Rajan–Nagendra,
Amarajeevi,G. Krishnamurthy,"Raja Shankar, Balakrishna, Harini",1965,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1965,D. Narayanappa,,,Vijaya Bhaskar,
Baalaraajana Kathe,Venunath,"Kalyan Kumar, G. V. Latha, Narasimharaju",1965,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1965,RYC Films,,,S. Hanumatha,
Beratha Jeeva,K. R. Seetharama Sastry,"Kalyan Kumar, B. Saroja Devi, Jayanthi",1965,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1965,K. R. Seetharama Sastry,,,Vijaya Bhaskar,
Bettada Huli,A. V. Sheshagiri Rao,"Rajkumar, Udaya Kumar, Jayanthi",1965,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1965,Shri Bhagavati,,,T. G. Lingappa,
Chandrahasa,B. S. Ranga,"Rajkumar, Leelavathi, Udaya Kumar",1965,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1965,B. S. Ranga,,,S. Hanumantha,
Ide Mahasudina,B. C. Srinivas,"Rajkumar, Udaya Kumar, Leelavathi",1965,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1965,Udaya Kumar,,,Naadahamsa,
Mavana Magalu,S. K. A. Chari,"Kalyan Kumar, Jayalalitha, K. S. Ashwath",1965,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1965,A. V. Subba Rao,,,T. Chalapathi Rao,
Maduve Madi Nodu,Hunsur Krishnamurthy,"Rajkumar, Leelavathi, R. Nagendra Rao",1965,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1965,Naagi Reddy,,,Ghantasala,
Mahasathi Anasuya,B. S. Ranga,"Rajkumar, K. S. Ashwath, Pandaribai",1965,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1965,B. S. Ranga,,,S. Hanumatha,
Miss Leelavathi,M. R. Vittal,"Udaya Kumar, Ramesh, Jayanthi",1965,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1965,K. S. Jagannath,,,R. Sudarshanam,
Naga Pooja,D. S. Rajgopal,"Rajkumar, Leelavathi, Rajashree",1965,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1965,Bhaktavatsalam,,,T. G. Lingappa,
Nanna Kartavya,Vedaantam,"Kalyan Kumar, Jayalalithaa, R. Nagendra Rao",1965,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1965,K. S. Satyanarayana,,,G. K. Venkatesh,
Pathala Mohini,S. N. Singh,"B. M. Venkatesh, Vanishree, Narasimharaju",1965,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1965,S. N. Singh,,,Rajan-Nagendra,
Pathivratha,P. S. Murthy,"Rajkumar, Udaya Kumar, Harini",1965,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1965,M. N. Srinivas,,,T. A. Moti,
Sarvagna Murthy,Aaruru Pattabhi,"Rajkumar, Harini, Mynavathi",1965,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1965,Narendra Babu,,,G. K. Venkatesh,
Sathi Savithri,P. R. Kaundinya,"Rajkumar, Krishnakumari, Udaya Kumar",1965,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1965,N. Vishweshwariah,,,G. K. Venkatesh,
Satya Harishchandra,Hunsur Krishnamurthy,"Rajkumar, Pandaribai, Udaya Kumar",1965,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1965,K. V. Reddy,,,Hunsur Krishnamurthy,
Vathsalya,Y. R. Swamy,"Rajkumar, Leelavathi, Udaya Kumar",1965,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1965,S. Heera,,,Vijaya,
Veera Vikrama,S. R. Rajan,"Udaya Kumar, Leelavathi, Raajan",1965,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1965,S. R. Rajan,,,T. A. Mothi,
Baala Nagamma,P. R. Kaundinya,"Rajkumar, Kalpana, Udaya Kumar",1966,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1966,Vikram Srinivas,,,S. Rajeswara Rao,
Badukuva Daari,K. S. Prakash Rao,"Kalyan Kumar, Jayalalithaa, Udaya Kumar",1966,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1966,A. S. R. Aanjaneyulu,,,T. Chalapati Rao,
Deva Maanava,C. P. Jambu,"B. V. Radha, Jayanti, Udaya Kumar",1966,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1966,Raavana,,,S. M. Subbaiah,
Dudde Doddappa,B. R. Panthulu,"B. R. Panthulu, Bharathi, Ramesh",1966,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1966,B. R. Panthulu,,,T. G. Lingappa,
Emme Thammanna,B. R. Panthulu,"Rajkumar, Bharathi, M. V. Rajamma",1966,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1966,B. R. Panthulu,,,T. G. Lingappa,
Endu Ninnavane,Kalyan Kumar,"Kalyan Kumar, Lathadevi, Jayanthi",1966,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1966,Kalyan Kumar,,,Rajan–Nagendra,
Katari Veera,Y. R. Swamy,"Rajkumar, Udaya Chandrika, Udaya Kumar",1966,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1966,T. Vasanna,,,Upendra Kumar,
Kiladi Ranga,G. V. Iyer,"Rajkumar, Jayanti, B. V. Radha",1966,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1966,B. S. Ranga,,,G. K. Venkatesh,
Love in Bangalore,M. Sampath,"Kalyan Kumar, Bharathi, Narasimharaju",1966,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1966,S. Heera,,,S. P. Kodandapaani,
Madhu Malathi,S. K. A.Chari,"Rajkumar, Bharathi, Udaya Kumar",1966,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1966,M. Sampath,,,G. K. Venkatesh,
Mahaashilpi,S. V. Doraiswamy,"H. B. Jwalanaiah, K. S. Ashwath, Jayanthi",1966,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1966,H. B. Aadirajaiah,,,P.Kalinga Rao,
Mamatheya Bandhana,B. S. Narayan,"B. M. Venkatesh, Jayanthi, Dwarakish",1966,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1966,Dwarakish,,,Satyam,
Mane Katti Nodu,Sri Sadguru,"Dwarakish, Prabhakar, Udaya Kumar",1966,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1966,C. V. Shivashankar,,,R. Ratna,
Mantralaya Mahatme,T. V. Singh Thakur,"Rajkumar, Jayanthi, Udaya Kumar",1966,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1966,"T. V. Singh Thakur, Dorai–Bhagavan",,,Rajan–Nagendra,
Mohini Bhasmasura,S. S. Verma,"Rajkumar, Leelavathi, Udaya Kumar",1966,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1966,T. Madaar,,,T. Chalapati Rao,
Premamayi,M. R. Vittal,"Rajkumar, Leelavathi, K. S. Ashwath",1966,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1966,Srikanth Nahata,,,R. Sudarshan,
Sandhya Raga,A. C. Narasimha,"Rajkumar, Bharathi, Udaya Kumar",1966,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1966,A. C. Narasimha,,,G. K. Venkatesh,
Sri Kanyaka Parameshwari Kathe,Hunsur Krishnamurthy,"Rajkumar, Pandari Bai, B. M. Venkatesh",1966,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1966,Hunusur Krishnamurthy,,,G. K. Venkatesh,
Subba Shastry,M. V. Krishnaswamy,"Kalyan Kumar, K. S. Ashwath, Harini",1966,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1966,M. V. Krishnaswsamy,,,Veena Doraiswamy,
Thoogudeepa,K. S. L. Swamy,"Rajkumar, Leelavathi, Narasimharaju",1966,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1966,R. G. Keshava Murthy,,,Vijaya Bhaskar,
Anuradha,Aaruru Pattabhi,"K. S. Ashwath, Pandari Bai, Mynavathi",1967,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1967,Pandari Bai,,,Rajan–Nagendra,
Bangaarada Hoovu,B. A. Arasu,"Rajkumar, Kalpana, Udaya Kumar",1967,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1967,B. A. Arasu,,,Rajan–Nagendra,
Beedi Basavanna,B. R. Panthulu,"Rajkumar, Vandana, Bharathi",1967,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1967,B. R. Panthulu,,,T. G. Lingappa,
Belli Moda,S. R. Puttanna Kanagaal,"Kalyan Kumar, Kalpana, K. S. Ashwath",1967,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1967,T. N. Srinivasan,,,Vijaya Bhaskar,
Black Market,S. N. Singh,"Sampath, Vandana, Narasimharaju",1967,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1967,S. N. Singh,,,Satyam,
Chakra Theertha,Peketi Sivaram,"Rajkumar, Udaya Kumar, Jayanthi",1967,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1967,S. N. Pal,,,T. G. Lingappa,
Devara Gedda Manava,Hunsur Krishnamurthy,"Rajkumar, Jayanthi, Narasimharaju",1967,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1967,Y. V. Rao,,,Rajan–Nagendra,
Dhana Pishachi,S. N. Singh,"Ranga, Kalpana, Narasimharaju",1967,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1967,S. N. Singh,,,G. K. Venkatesh,
Gange Gowri,B. R. Panthulu,"Rajkumar, Leelavathi, K. S. Ashwath",1967,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1967,B. R. Panthulu,,,T. G. Lingappa,
Immadi Pulikeshi,N. C. Raajan,"Rajkumar, Jayanthi, Udaya Kumar",1967,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1967,Sri Venkatesh,,,G. K. Venkatesh,
Jaanara Jaana,B. Satyam,"Rajaashankar, M. P. Shankar, Vanisri",1967,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1967,G. K. Murthy,,,G. K. Venkatesh,
Kallu Sakkare,Kalyan Kumar,"Kalyan Kumar, Revati, Vandana",1967,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1967,Kalyan Kumar,,,N. S. Thyagarajan,
Kranthiveera Sangolli Rayanna,Baburao,"Abhi Bhattacharya, Kaamini Kadam, V. S. Patil",1967,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1967,Anantha,,,Lakshmana,
Lagna Pathrike,K. S. L. Swamy,"Rajkumar, Jayanthi, Narasimharaju",1967,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1967,A. M. Sameeulla,,,Vijaya Bhaskar,
Manassiddare Marga,M. R. Vittal,"Rajkumar, Jayanthi, Rajaashankar",1967,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1967,Srikanth Nahata,,,M.Ranga Rao,
Miss Bangalore,P. S. Murthy,"Jayanthi, Vandana, Narasimharaju",1967,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1967,Padmavathi,,,Sriramulu,
Muddu Meena,Y. R. Swamy,"Kalyan Kumar, Jayanthi, K. S. Ashwath",1967,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1967,S. Heera,,,G. K. Venkatesh,
Nakkare Ade Swarga,M. R. Vittal,"Arun Kumar, Shylashri, Narasimharaju",1967,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1967,Srikanth Nahata,,,M. Ranga Rao,
Onde Balliya Hoogalu,M. S. Nayak,"K. S. Ashwath, B. V. Radha, Rajaashankar",1967,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1967,Vanamaala S.,,,Satyam,
Parvathi Kalyana,B. S. Ranga,"Rajkumar, Jayashree, Udaya Kumar",1967,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1967,B. S. Ranga,,,G. K. Venkatesh,
Padavidhara,C. V. Shivashankar,"Udaya Kumar, Balakrishna, Narasimharaju",1967,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1967,C. K. Gowda,,,R. Rathna,
Premakkoo Permitte,R. Nagendra Rao,"Kalyan Kumar, Arun Kumar, Kalpana",1967,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1967,Harini,,,Vijaya Bhaskar,
Rajadurgada Rahasya,A. C. Narasimha,"Rajkumar, Bharati, Udaya Kumar",1967,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1967,A. Vasudeva Rao,,,G. K. Venkatesh,
Rajashekara,G. V. Iyer,"Rajkumar, Bharati, Udaya Kumar",1967,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1967,B. S. Ranga,,,G. K. Venkatesh,
Sathi Sukanya,Y. R. Swamy,"Rajkumar, Harini, Udaya Kumar",1967,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1967,Y. R. Swamy,,,Rajan–Nagendra,
Sri Purandara Daasaru,C. V. Raju,"K. S. Ashwath, Pandari Bai, R. Nagendra Rao",1967,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1967,Smt. Jayalakshmi,,,C. N. Panduranga,
Aananda Kanda,A. C. Narasimha,"Kalyan Kumar, Kalpana, Mynavathi",1968,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1968,A. C. Narasimha,,,Vijaya Bhaskar,
Arunodaya,C. Srinivasan,"Kalyan Kumar, Rajashree, Sowkar Janaki",1968,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1968,T. N. Srinivasan,,,R. Sudarshanam,
Adda Dari,Hunsur Krishnamurthy,"Hunsur Krishnamurthy, Dwarakish, B. M. Venkatesh",1968,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1968,Hunusur Krishnamurthy,,,Rajan–Nagendra,
Amma,B. R. Panthulu,"Rajkumar, B. R. Panthulu, Bharathi",1968,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1968,B. R. Panthulu,,,T. G. Lingappa,
Attegondu Kaala Sosegandu Kala,Y. R. Swamy,"Kalyan Kumar, B. V. Radha, Leelavathi",1968,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1968,N. N. Bhat,,,Satyam,
Anna Thamma,K. S. L. Swamy,"Kalyan Kumar, Kalpana, Leelavathi",1968,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1968,N. B. Vatsalan,,,Vijaya Bhaskar,
Bedi Bandavalu,C. Srinivasan,"Kalyan kumar, Chandrakala, Chandrakala",1968,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1968,T. N. Srinivasan,,,R. Sudarshanam,
Bangalore Mail,L. S. Narayana,"Rajkumar, Jayanthi, Narasimharaju",1968,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1968,Y. V. Rao,,,Satyam,
Bhagya Devathe,Ratnakar-Madhu,"Rajkumar, K. S. Ashwath, Leelavathi",1968,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1968,V. Sundareshan,,,Gyanamani,
Bhagyada Bagilu,K. S. L. Swamy,"Rajkumar, Vandana, Dwarakish",1968,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1968,Jayanna,,,Vijaya Bhaskar,
Chinnari Puttanna,B. R. Panthulu,"B. R. Panthulu, Ramesh, Vandana",1968,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1968,B. R. Panthulu,,,T. G. Lingappa,
Dhoomakethu,R. N. Jayagopal,"Rajkumar, Udaya Kumar, Udhayachandrika",1968,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1968,S. N. Pal,,,T. G. Lingappa,
Gandhinagara,K. S. L. Swamy,"Rajkumar, Jayashree, Kalpana",1968,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1968,C. Venkaa-Bhava,,,Satyam,
